start_x,start_y,goal_x,goal_y,path_length
-1.3207,0.5052,-0.2768,0.6776,1.0613
-0.2768,0.6776,0.5746,0.903,0.8807
-1.3207,0.5052,-0.0101,0.7467,1.3368
-0.0101,0.7467,0.5746,0.903,0.6053
-1.3207,0.5052,0.3019,0.8297,1.6597
0.3019,0.8297,0.5746,0.903,0.2824
-1.3207,0.5052,0.5746,0.903,1.9421
-0.3802,0.5788,-1.5748,1.4656,1.8686
-0.3802,0.5788,-0.4504,0.8907,0.3197
-0.4504,0.8907,-1.5748,1.4656,1.5488
-0.3802,0.5788,-0.526,1.3165,0.7521
-0.526,1.3165,-1.5748,1.4656,1.1164
-0.3802,0.5788,-0.5405,1.3844,0.8216
-0.5405,1.3844,-1.5748,1.4656,1.047
-0.3802,0.5788,-0.6153,1.4279,0.908
-0.6153,1.4279,-1.5748,1.4656,0.9605
-0.3802,0.5788,-0.9006,1.4437,1.1938
-0.9006,1.4437,-1.5748,1.4656,0.6748
-0.3802,0.5788,-1.1621,1.455,1.4555
-1.1621,1.455,-1.5748,1.4656,0.413
-0.3802,0.5788,-1.4903,1.4686,1.7841
-1.4903,1.4686,-1.5748,1.4656,0.0845
-0.3802,0.5788,-1.5748,1.4656,1.8686
1.1374,0.2305,-1.4371,1.7024,2.9958
1.1374,0.2305,0.7573,0.5128,0.4734
0.7573,0.5128,-1.4371,1.7024,2.5224
1.1374,0.2305,0.5035,0.6894,0.7827
0.5035,0.6894,-1.4371,1.7024,2.2131
1.1374,0.2305,0.3061,0.8285,1.0242
0.3061,0.8285,-1.4371,1.7024,1.9716
1.1374,0.2305,0.1314,0.9458,1.2346
0.1314,0.9458,-1.4371,1.7024,1.7612
1.1374,0.2305,-0.0786,1.0847,1.4864
-0.0786,1.0847,-1.4371,1.7024,1.5094
1.1374,0.2305,-0.3571,1.2732,1.8226
-0.3571,1.2732,-1.4371,1.7024,1.1732
1.1374,0.2305,-0.6311,1.4539,2.1508
-0.6311,1.4539,-1.4371,1.7024,0.845
1.1374,0.2305,-0.8336,1.4937,2.3572
-0.8336,1.4937,-1.4371,1.7024,0.6386
1.1374,0.2305,-1.0498,1.5649,2.5848
-1.0498,1.5649,-1.4371,1.7024,0.411
1.1374,0.2305,-1.3241,1.6626,2.876
-1.3241,1.6626,-1.4371,1.7024,0.1198
1.1374,0.2305,-1.4371,1.7024,2.9958
1.1257,1.6055,-0.7181,1.8677,1.8628
1.1257,1.6055,0.6752,1.6595,0.4538
0.6752,1.6595,-0.7181,1.8677,1.409
1.1257,1.6055,0.3672,1.7046,0.765
0.3672,1.7046,-0.7181,1.8677,1.0978
1.1257,1.6055,0.1358,1.7361,0.9985
0.1358,1.7361,-0.7181,1.8677,0.8643
1.1257,1.6055,-0.2718,1.7874,1.4094
-0.2718,1.7874,-0.7181,1.8677,0.4534
1.1257,1.6055,-0.7181,1.8677,1.8628
0.5622,1.5468,-1.769,1.323,2.3493
0.5622,1.5468,0.3635,1.5483,0.1987
0.3635,1.5483,-1.769,1.323,2.1506
0.5622,1.5468,-0.0174,1.5285,0.5802
-0.0174,1.5285,-1.769,1.323,1.7691
0.5622,1.5468,-0.357,1.4875,0.9222
-0.357,1.4875,-1.769,1.323,1.4271
0.5622,1.5468,-0.5498,1.4773,1.1152
-0.5498,1.4773,-1.769,1.323,1.2341
0.5622,1.5468,-0.9795,1.4553,1.5455
-0.9795,1.4553,-1.769,1.323,0.8038
0.5622,1.5468,-1.3321,1.4317,1.8989
-1.3321,1.4317,-1.769,1.323,0.4504
0.5622,1.5468,-1.578,1.3652,2.1536
-1.578,1.3652,-1.769,1.323,0.1957
0.5622,1.5468,-1.769,1.323,2.3493
-0.1471,1.8787,1.0534,-0.8264,2.9597
-0.1471,1.8787,-0.0149,1.5914,0.3163
-0.0149,1.5914,1.0534,-0.8264,2.6434
-0.1471,1.8787,0.0833,1.3767,0.5524
0.0833,1.3767,1.0534,-0.8264,2.4074
-0.1471,1.8787,0.2056,1.1017,0.8533
0.2056,1.1017,1.0534,-0.8264,2.1064
-0.1471,1.8787,0.2861,0.9171,1.0548
0.2861,0.9171,1.0534,-0.8264,1.905
-0.1471,1.8787,0.4053,0.644,1.3527
0.4053,0.644,1.0534,-0.8264,1.607
-0.1471,1.8787,0.4745,0.4771,1.5334
0.4745,0.4771,1.0534,-0.8264,1.4263
-0.1471,1.8787,0.658,0.0608,1.9884
0.658,0.0608,1.0534,-0.8264,0.9713
-0.1471,1.8787,0.7811,-0.2156,2.2909
0.7811,-0.2156,1.0534,-0.8264,0.6688
-0.1471,1.8787,0.8767,-0.4321,2.5276
0.8767,-0.4321,1.0534,-0.8264,0.4321
-0.1471,1.8787,1.0031,-0.7212,2.8431
1.0031,-0.7212,1.0534,-0.8264,0.1167
-0.1471,1.8787,1.0534,-0.8264,2.9597
1.6256,0.7893,-0.6184,-0.3868,2.8412
1.6256,0.7893,1.4989,0.6363,0.1987
1.4989,0.6363,-0.6184,-0.3868,2.6425
1.6256,0.7893,1.2749,0.3592,0.555
1.2749,0.3592,-0.6184,-0.3868,2.2861
1.6256,0.7893,0.9566,0.0175,1.022
0.9566,0.0175,-0.6184,-0.3868,1.8192
1.6256,0.7893,0.6734,-0.3061,1.452
0.6734,-0.3061,-0.6184,-0.3868,1.3891
1.6256,0.7893,0.5648,-0.4035,1.5979
0.5648,-0.4035,-0.6184,-0.3868,1.2433
1.6256,0.7893,0.3662,-0.5173,1.8268
0.3662,-0.5173,-0.6184,-0.3868,1.0144
1.6256,0.7893,0.042,-0.5403,2.1518
0.042,-0.5403,-0.6184,-0.3868,0.6894
1.6256,0.7893,-0.1736,-0.5117,2.3693
-0.1736,-0.5117,-0.6184,-0.3868,0.4718
1.6256,0.7893,-0.5511,-0.4439,2.7529
-0.5511,-0.4439,-0.6184,-0.3868,0.0883
1.6256,0.7893,-0.6184,-0.3868,2.8412
-0.5703,0.711,0.9069,1.9632,1.9373
-0.5703,0.711,-0.2539,0.9616,0.4036
-0.2539,0.9616,0.9069,1.9632,1.5337
-0.5703,0.711,-0.1088,1.0784,0.5899
-0.1088,1.0784,0.9069,1.9632,1.3474
-0.5703,0.711,0.1017,1.2592,0.8675
0.1017,1.2592,0.9069,1.9632,1.0698
-0.5703,0.711,0.2721,1.4048,1.0915
0.2721,1.4048,0.9069,1.9632,0.8458
-0.5703,0.711,0.4937,1.5856,1.3776
0.4937,1.5856,0.9069,1.9632,0.5597
-0.5703,0.711,0.7347,1.8094,1.7064
0.7347,1.8094,0.9069,1.9632,0.2309
-0.5703,0.711,0.9069,1.9632,1.9373
0.9355,0.3615,-0.6395,0.3172,1.6889
0.9355,0.3615,0.5118,0.4531,0.4334
0.5118,0.4531,-0.6395,0.3172,1.2554
0.9355,0.3615,0.1168,0.511,0.8327
0.1168,0.511,-0.6395,0.3172,0.8562
0.9355,0.3615,-0.1259,0.5412,1.0773
-0.1259,0.5412,-0.6395,0.3172,0.6116
0.9355,0.3615,-0.2948,0.5614,1.2473
-0.2948,0.5614,-0.6395,0.3172,0.4415
0.9355,0.3615,-0.6002,0.4098,1.5883
-0.6002,0.4098,-0.6395,0.3172,0.1006
0.9355,0.3615,-0.6395,0.3172,1.6889
-0.4184,-0.9173,0.5839,1.5978,2.9424
-0.4184,-0.9173,-0.4183,-0.8676,0.0496
-0.4183,-0.8676,0.5839,1.5978,2.8928
-0.4184,-0.9173,-0.4926,-0.3985,0.5246
-0.4926,-0.3985,0.5839,1.5978,2.4178
-0.4184,-0.9173,-0.5003,-0.0031,0.9201
-0.5003,-0.0031,0.5839,1.5978,2.0224
-0.4184,-0.9173,-0.493,0.3032,1.2265
-0.493,0.3032,0.5839,1.5978,1.7159
-0.4184,-0.9173,-0.4858,0.4495,1.3729
-0.4858,0.4495,0.5839,1.5978,1.5695
-0.4184,-0.9173,-0.216,0.7309,1.7627
-0.216,0.7309,0.5839,1.5978,1.1797
-0.4184,-0.9173,0.0343,0.9914,2.1241
0.0343,0.9914,0.5839,1.5978,0.8183
-0.4184,-0.9173,0.3265,1.3149,2.56
0.3265,1.3149,0.5839,1.5978,0.3824
-0.4184,-0.9173,0.5839,1.5978,2.9424
-0.6491,-0.326,-1.2786,-0.7744,0.773
-0.6491,-0.326,-1.0377,-0.594,0.4721
-1.0377,-0.594,-1.2786,-0.7744,0.301
-0.6491,-0.326,-1.2786,-0.7744,0.773
-1.1038,-0.5129,1.779,1.3073,3.7414
-1.1038,-0.5129,-0.9259,-0.2417,0.3243
-0.9259,-0.2417,1.779,1.3073,3.4171
-1.1038,-0.5129,-0.7333,0.0536,0.6769
-0.7333,0.0536,1.779,1.3073,3.0645
-1.1038,-0.5129,-0.5171,0.4141,1.0973
-0.5171,0.4141,1.779,1.3073,2.6442
-1.1038,-0.5129,-0.3968,0.5147,1.2541
-0.3968,0.5147,1.779,1.3073,2.4873
-1.1038,-0.5129,-0.2701,0.6039,1.4091
-0.2701,0.6039,1.779,1.3073,2.3323
-1.1038,-0.5129,0.0367,0.8764,1.8194
0.0367,0.8764,1.779,1.3073,1.9221
-1.1038,-0.5129,0.4008,1.1671,2.2854
0.4008,1.1671,1.779,1.3073,1.4561
-1.1038,-0.5129,0.516,1.2595,2.433
0.516,1.2595,1.779,1.3073,1.3084
-1.1038,-0.5129,0.6587,1.3758,2.6171
0.6587,1.3758,1.779,1.3073,1.1243
-1.1038,-0.5129,0.9848,1.3769,2.9431
0.9848,1.3769,1.779,1.3073,0.7983
-1.1038,-0.5129,1.4278,1.3581,3.3866
1.4278,1.3581,1.779,1.3073,0.3548
-1.1038,-0.5129,1.779,1.3073,3.7414
-0.289,-0.6748,-1.6647,-0.68,1.3762
-0.289,-0.6748,-0.6337,-0.6744,0.3447
-0.6337,-0.6744,-1.6647,-0.68,1.0315
-0.289,-0.6748,-1.0407,-0.6725,0.7517
-1.0407,-0.6725,-1.6647,-0.68,0.6245
-0.289,-0.6748,-1.4374,-0.6656,1.1485
-1.4374,-0.6656,-1.6647,-0.68,0.2278
-0.289,-0.6748,-1.6647,-0.68,1.3762
0.8191,0.3289,-0.1295,1.8514,1.7944
0.8191,0.3289,0.5886,0.706,0.442
0.5886,0.706,-0.1295,1.8514,1.3524
0.8191,0.3289,0.415,0.9994,0.7828
0.415,0.9994,-0.1295,1.8514,1.0115
0.8191,0.3289,0.1808,1.3851,1.2341
0.1808,1.3851,-0.1295,1.8514,0.5603
0.8191,0.3289,0.0754,1.5333,1.416
0.0754,1.5333,-0.1295,1.8514,0.3784
0.8191,0.3289,-0.1295,1.8514,1.7944
0.2066,-0.6242,-0.7746,-0.8585,1.009
0.2066,-0.6242,0.0295,-0.6728,0.1836
0.0295,-0.6728,-0.7746,-0.8585,0.8254
0.2066,-0.6242,-0.2647,-0.748,0.4872
-0.2647,-0.748,-0.7746,-0.8585,0.5218
0.2066,-0.6242,-0.6067,-0.8218,0.8371
-0.6067,-0.8218,-0.7746,-0.8585,0.1719
0.2066,-0.6242,-0.7746,-0.8585,1.009
1.4436,1.8215,-0.3728,0.8199,2.075
1.4436,1.8215,1.035,1.5783,0.4754
1.035,1.5783,-0.3728,0.8199,1.5995
1.4436,1.8215,0.7013,1.3969,0.8553
0.7013,1.3969,-0.3728,0.8199,1.2196
1.4436,1.8215,0.2679,1.1677,1.3455
0.2679,1.1677,-0.3728,0.8199,0.7294
1.4436,1.8215,-0.0393,0.9864,1.7022
-0.0393,0.9864,-0.3728,0.8199,0.3727
1.4436,1.8215,-0.3728,0.8199,2.075
0.5128,0.6809,-1.6147,0.4465,2.1407
0.5128,0.6809,0.061,0.6232,0.4555
0.061,0.6232,-1.6147,0.4465,1.6852
0.5128,0.6809,-0.311,0.5748,0.8306
-0.311,0.5748,-1.6147,0.4465,1.3101
0.5128,0.6809,-0.6385,0.541,1.1598
-0.6385,0.541,-1.6147,0.4465,0.9809
0.5128,0.6809,-1.1057,0.4893,1.6299
-1.1057,0.4893,-1.6147,0.4465,0.5108
0.5128,0.6809,-1.3571,0.4647,1.8825
-1.3571,0.4647,-1.6147,0.4465,0.2582
0.5128,0.6809,-1.6147,0.4465,2.1407
-0.4446,1.4259,-1.4269,-0.833,2.5134
-0.4446,1.4259,-0.4732,1.2018,0.2259
-0.4732,1.2018,-1.4269,-0.833,2.2876
-0.4446,1.4259,-0.4933,1.0269,0.4019
-0.4933,1.0269,-1.4269,-0.833,2.1115
-0.4446,1.4259,-0.5163,0.6982,0.7314
-0.5163,0.6982,-1.4269,-0.833,1.782
-0.4446,1.4259,-0.6974,0.3912,1.0878
-0.6974,0.3912,-1.4269,-0.833,1.4256
-0.4446,1.4259,-0.7706,0.2569,1.2409
-0.7706,0.2569,-1.4269,-0.833,1.2726
-0.4446,1.4259,-0.9536,-0.0711,1.6164
-0.9536,-0.0711,-1.4269,-0.833,0.897
-0.4446,1.4259,-1.1852,-0.4536,2.0636
-1.1852,-0.4536,-1.4269,-0.833,0.4498
-0.4446,1.4259,-1.4269,-0.833,2.5134
-1.9568,0.9232,1.5601,0.3638,3.6221
-1.9568,0.9232,-1.7255,0.7857,0.2691
-1.7255,0.7857,1.5601,0.3638,3.3531
-1.9568,0.9232,-1.4055,0.5839,0.6474
-1.4055,0.5839,1.5601,0.3638,2.9747
-1.9568,0.9232,-1.028,0.5735,1.025
-1.028,0.5735,1.5601,0.3638,2.5971
-1.9568,0.9232,-0.7685,0.5601,1.2849
-0.7685,0.5601,1.5601,0.3638,2.3372
-1.9568,0.9232,-0.497,0.5465,1.5567
-0.497,0.5465,1.5601,0.3638,2.0654
-1.9568,0.9232,-0.1663,0.521,1.8885
-0.1663,0.521,1.5601,0.3638,1.7337
-1.9568,0.9232,0.1071,0.4979,2.1627
0.1071,0.4979,1.5601,0.3638,1.4594
-1.9568,0.9232,0.281,0.4866,2.337
0.281,0.4866,1.5601,0.3638,1.2851
-1.9568,0.9232,0.6701,0.4459,2.7283
0.6701,0.4459,1.5601,0.3638,0.8939
-1.9568,0.9232,1.1241,0.4109,3.1836
1.1241,0.4109,1.5601,0.3638,0.4385
-1.9568,0.9232,1.5601,0.3638,3.6221
-1.0816,1.458,0.5149,1.9864,1.682
-1.0816,1.458,-0.6367,1.6016,0.4675
-0.6367,1.6016,0.5149,1.9864,1.2145
-1.0816,1.458,-0.1986,1.7352,0.9255
-0.1986,1.7352,0.5149,1.9864,0.7565
-1.0816,1.458,0.0787,1.8337,1.2198
0.0787,1.8337,0.5149,1.9864,0.4622
-1.0816,1.458,0.5149,1.9864,1.682
-1.9457,-0.1491,0.5626,-0.7733,2.5852
-1.9457,-0.1491,-1.8487,-0.1733,0.1
-1.8487,-0.1733,0.5626,-0.7733,2.4852
-1.9457,-0.1491,-1.4794,-0.268,0.4812
-1.4794,-0.268,0.5626,-0.7733,2.1041
-1.9457,-0.1491,-1.1241,-0.3604,0.8484
-1.1241,-0.3604,0.5626,-0.7733,1.7369
-1.9457,-0.1491,-0.7464,-0.4429,1.235
-0.7464,-0.4429,0.5626,-0.7733,1.3502
-1.9457,-0.1491,-0.49,-0.498,1.4972
-0.49,-0.498,0.5626,-0.7733,1.088
-1.9457,-0.1491,-0.0304,-0.6195,1.9726
-0.0304,-0.6195,0.5626,-0.7733,0.6126
-1.9457,-0.1491,0.3174,-0.7111,2.3322
0.3174,-0.7111,0.5626,-0.7733,0.253
-1.9457,-0.1491,0.5626,-0.7733,2.5852
-1.9296,-0.5355,-1.8284,0.2102,0.7529
-1.9296,-0.5355,-1.9213,-0.4867,0.0495
-1.9213,-0.4867,-1.8284,0.2102,0.7034
-1.9296,-0.5355,-1.8684,-0.0193,0.5199
-1.8684,-0.0193,-1.8284,0.2102,0.233
-1.9296,-0.5355,-1.8284,0.2102,0.7529
-1.5529,-0.1425,-1.8382,-0.7802,0.6986
-1.5529,-0.1425,-1.6346,-0.3251,0.2
-1.6346,-0.3251,-1.8382,-0.7802,0.4986
-1.5529,-0.1425,-1.8382,-0.7802,0.6986
-0.3402,-0.8728,0.4815,1.3502,2.6612
-0.3402,-0.8728,-0.4074,-0.6764,0.2076
-0.4074,-0.6764,0.4815,1.3502,2.4535
-0.3402,-0.8728,-0.4781,-0.3931,0.4996
-0.4781,-0.3931,0.4815,1.3502,2.1615
-0.3402,-0.8728,-0.4689,0.1034,0.9962
-0.4689,0.1034,0.4815,1.3502,1.6649
-0.3402,-0.8728,-0.4814,0.4468,1.3399
-0.4814,0.4468,0.4815,1.3502,1.3213
-0.3402,-0.8728,-0.3444,0.5821,1.5324
-0.3444,0.5821,0.4815,1.3502,1.1287
-0.3402,-0.8728,-0.2019,0.7356,1.7418
-0.2019,0.7356,0.4815,1.3502,0.9194
-0.3402,-0.8728,-0.0058,0.9219,2.0123
-0.0058,0.9219,0.4815,1.3502,0.6488
-0.3402,-0.8728,0.2168,1.1247,2.3134
0.2168,1.1247,0.4815,1.3502,0.3477
-0.3402,-0.8728,0.4815,1.3502,2.6612
-1.0974,1.781,-0.689,-0.0883,2.1572
-1.0974,1.781,-0.7245,1.5283,0.4506
-0.7245,1.5283,-0.689,-0.0883,1.7066
-1.0974,1.781,-0.553,1.3792,0.6778
-0.553,1.3792,-0.689,-0.0883,1.4794
-1.0974,1.781,-0.5617,1.0454,1.0117
-0.5617,1.0454,-0.689,-0.0883,1.1455
-1.0974,1.781,-0.5512,0.7413,1.3159
-0.5512,0.7413,-0.689,-0.0883,0.8412
-1.0974,1.781,-0.6058,0.3531,1.708
-0.6058,0.3531,-0.689,-0.0883,0.4492
-1.0974,1.781,-0.689,-0.0883,2.1572
-1.2864,-0.7855,0.6742,1.6714,3.1576
-1.2864,-0.7855,-1.1818,-0.6167,0.1986
-1.1818,-0.6167,0.6742,1.6714,2.959
-1.2864,-0.7855,-1.0045,-0.329,0.5366
-1.0045,-0.329,0.6742,1.6714,2.621
-1.2864,-0.7855,-0.8504,-0.0975,0.8146
-0.8504,-0.0975,0.6742,1.6714,2.3429
-1.2864,-0.7855,-0.6448,0.2466,1.2155
-0.6448,0.2466,0.6742,1.6714,1.9421
-1.2864,-0.7855,-0.3953,0.5374,1.5986
-0.3953,0.5374,0.6742,1.6714,1.5589
-1.2864,-0.7855,-0.1006,0.8565,2.0331
-0.1006,0.8565,0.6742,1.6714,1.1245
-1.2864,-0.7855,0.1101,1.0735,2.3355
0.1101,1.0735,0.6742,1.6714,0.8221
-1.2864,-0.7855,0.2002,1.1676,2.4657
0.2002,1.1676,0.6742,1.6714,0.6918
-1.2864,-0.7855,0.5278,1.5187,2.946
0.5278,1.5187,0.6742,1.6714,0.2116
-1.2864,-0.7855,0.6742,1.6714,3.1576
1.6064,0.4637,1.7742,-0.7664,1.2416
1.6064,0.4637,1.672,0.0423,0.4264
1.672,0.0423,1.7742,-0.7664,0.8152
1.6064,0.4637,1.723,-0.4089,0.8806
1.723,-0.4089,1.7742,-0.7664,0.3611
1.6064,0.4637,1.7742,-0.7664,1.2416
-1.5431,1.5451,-0.9958,-0.6636,2.2862
-1.5431,1.5451,-1.4616,1.0524,0.4994
-1.4616,1.0524,-0.9958,-0.6636,1.7868
-1.5431,1.5451,-1.4181,0.6135,0.9405
-1.4181,0.6135,-0.9958,-0.6636,1.3457
-1.5431,1.5451,-1.4007,0.537,1.0189
-1.4007,0.537,-0.9958,-0.6636,1.2673
-1.5431,1.5451,-1.2677,0.1693,1.4099
-1.2677,0.1693,-0.9958,-0.6636,0.8763
-1.5431,1.5451,-1.193,-0.0803,1.6705
-1.193,-0.0803,-0.9958,-0.6636,0.6157
-1.5431,1.5451,-1.1076,-0.3377,1.9417
-1.1076,-0.3377,-0.9958,-0.6636,0.3445
-1.5431,1.5451,-0.9958,-0.6636,2.2862
-1.0545,-0.9546,1.2222,1.529,3.5851
-1.0545,-0.9546,-0.9053,-0.5639,0.4182
-0.9053,-0.5639,1.2222,1.529,3.1669
-1.0545,-0.9546,-0.736,-0.0981,0.9139
-0.736,-0.0981,1.2222,1.529,2.6712
-1.0545,-0.9546,-0.579,0.2817,1.3248
-0.579,0.2817,1.2222,1.529,2.2603
-1.0545,-0.9546,-0.5289,0.4106,1.4631
-0.5289,0.4106,1.2222,1.529,2.122
-1.0545,-0.9546,-0.4137,0.4979,1.6076
-0.4137,0.4979,1.2222,1.529,1.9775
-1.0545,-0.9546,-0.1385,0.7281,1.9665
-0.1385,0.7281,1.2222,1.529,1.6186
-1.0545,-0.9546,0.0387,0.8765,2.1976
0.0387,0.8765,1.2222,1.529,1.3875
-1.0545,-0.9546,0.3478,1.1293,2.5969
0.3478,1.1293,1.2222,1.529,0.9882
-1.0545,-0.9546,0.4222,1.1899,2.6929
0.4222,1.1899,1.2222,1.529,0.8922
-1.0545,-0.9546,0.6874,1.4092,3.0369
0.6874,1.4092,1.2222,1.529,0.5482
-1.0545,-0.9546,0.9665,1.4776,3.3243
0.9665,1.4776,1.2222,1.529,0.2608
-1.0545,-0.9546,1.2222,1.529,3.5851
1.7582,0.6796,0.406,-0.9007,2.0809
1.7582,0.6796,1.5152,0.3644,0.398
1.5152,0.3644,0.406,-0.9007,1.6828
1.7582,0.6796,1.2473,0.0418,0.8173
1.2473,0.0418,0.406,-0.9007,1.2636
1.7582,0.6796,1.0653,-0.1703,1.0968
1.0653,-0.1703,0.406,-0.9007,0.984
1.7582,0.6796,0.92,-0.3404,1.3205
0.92,-0.3404,0.406,-0.9007,0.7604
1.7582,0.6796,0.6282,-0.6547,1.7494
0.6282,-0.6547,0.406,-0.9007,0.3315
1.7582,0.6796,0.406,-0.9007,2.0809
1.5079,-0.2945,-1.6715,-0.4002,3.1961
1.5079,-0.2945,1.0559,-0.3629,0.4572
1.0559,-0.3629,-1.6715,-0.4002,2.7389
1.5079,-0.2945,0.708,-0.4127,0.8086
0.708,-0.4127,-1.6715,-0.4002,2.3875
1.5079,-0.2945,0.4233,-0.4678,1.0986
0.4233,-0.4678,-1.6715,-0.4002,2.0976
1.5079,-0.2945,0.2317,-0.4734,1.2903
0.2317,-0.4734,-1.6715,-0.4002,1.9058
1.5079,-0.2945,-0.1208,-0.4704,1.6428
-0.1208,-0.4704,-1.6715,-0.4002,1.5534
1.5079,-0.2945,-0.4231,-0.4725,1.945
-0.4231,-0.4725,-1.6715,-0.4002,1.2511
1.5079,-0.2945,-0.7339,-0.465,2.2559
-0.7339,-0.465,-1.6715,-0.4002,0.9402
1.5079,-0.2945,-1.0485,-0.4535,2.5708
-1.0485,-0.4535,-1.6715,-0.4002,0.6253
1.5079,-0.2945,-1.3517,-0.4234,2.8754
-1.3517,-0.4234,-1.6715,-0.4002,0.3207
1.5079,-0.2945,-1.6715,-0.4002,3.1961
-1.7448,0.9122,-1.769,-0.4734,1.3859
-1.7448,0.9122,-1.7489,0.56,0.3523
-1.7489,0.56,-1.769,-0.4734,1.0336
-1.7448,0.9122,-1.7516,0.2801,0.6321
-1.7516,0.2801,-1.769,-0.4734,0.7538
-1.7448,0.9122,-1.7551,-0.0495,0.9617
-1.7551,-0.0495,-1.769,-0.4734,0.4242
-1.7448,0.9122,-1.7589,-0.1529,1.0652
-1.7589,-0.1529,-1.769,-0.4734,0.3207
-1.7448,0.9122,-1.769,-0.4734,1.3859
0.62,-0.8527,0.2324,1.3231,2.2167
0.62,-0.8527,0.6053,-0.6105,0.2426
0.6053,-0.6105,0.2324,1.3231,1.9741
0.62,-0.8527,0.5651,-0.2803,0.5754
0.5651,-0.2803,0.2324,1.3231,1.6414
0.62,-0.8527,0.5396,-0.0483,0.8087
0.5396,-0.0483,0.2324,1.3231,1.408
0.62,-0.8527,0.4734,0.428,1.2896
0.4734,0.428,0.2324,1.3231,0.9272
0.62,-0.8527,0.4228,0.6391,1.5067
0.4228,0.6391,0.2324,1.3231,0.7101
0.62,-0.8527,0.3224,1.0149,1.8956
0.3224,1.0149,0.2324,1.3231,0.3211
0.62,-0.8527,0.2324,1.3231,2.2167
0.8851,1.6089,0.0468,1.7057,0.8439
0.8851,1.6089,0.8318,1.6165,0.0539
0.8318,1.6165,0.0468,1.7057,0.79
0.8851,1.6089,0.4445,1.6567,0.4432
0.4445,1.6567,0.0468,1.7057,0.4007
0.8851,1.6089,0.1323,1.6968,0.758
0.1323,1.6968,0.0468,1.7057,0.0859
0.8851,1.6089,0.0468,1.7057,0.8439
1.2199,0.0398,1.6863,1.1408,1.1958
1.2199,0.0398,1.3359,0.311,0.295
1.3359,0.311,1.6863,1.1408,0.9007
1.2199,0.0398,1.4879,0.6651,0.6803
1.4879,0.6651,1.6863,1.1408,0.5154
1.2199,0.0398,1.6482,1.0444,1.0921
1.6482,1.0444,1.6863,1.1408,0.1036
1.2199,0.0398,1.6863,1.1408,1.1958
0.8674,-0.4068,-1.2259,0.0924,2.2813
0.8674,-0.4068,0.7667,-0.4229,0.102
0.7667,-0.4229,-1.2259,0.0924,2.1793
0.8674,-0.4068,0.4482,-0.4711,0.4242
0.4482,-0.4711,-1.2259,0.0924,1.8571
0.8674,-0.4068,0.0999,-0.4772,0.7725
0.0999,-0.4772,-1.2259,0.0924,1.5088
0.8674,-0.4068,-0.2789,-0.4668,1.1515
-0.2789,-0.4668,-1.2259,0.0924,1.1298
0.8674,-0.4068,-0.4621,-0.4664,1.3346
-0.4621,-0.4664,-1.2259,0.0924,0.9467
0.8674,-0.4068,-0.7573,-0.2642,1.6924
-0.7573,-0.2642,-1.2259,0.0924,0.5888
0.8674,-0.4068,-1.0743,-0.0226,2.091
-1.0743,-0.0226,-1.2259,0.0924,0.1903
0.8674,-0.4068,-1.2259,0.0924,2.2813
0.7276,-0.3396,-1.9587,-0.3101,2.7259
0.7276,-0.3396,0.4895,-0.4628,0.2681
0.4895,-0.4628,-1.9587,-0.3101,2.4578
0.7276,-0.3396,0.1269,-0.4615,0.6307
